"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Continent,Region name,Focal Year: EA082 House construction: shape of roof,Code: EA082 House construction: shape of roof,Description: EA082 House construction: shape of roof,Comment: EA082 House construction: shape of roof,Subcase: EA082 House construction: shape of roof,References: EA082 House construction: shape of roof,Variable: Monthly Mean Precipitation (mm),Comment: Monthly Mean Precipitation (mm)
Ethnographic Atlas,Evenk,ec16,xd624,Evenk (ec16),55.0,112.0,55.0,112.0,even1259,Evenki,evn,Tungusic,ASIA-TEMPERATE,Siberia,1890,4,Conical,,Barguzin group,Shirologoroff(1933); Tugolukov(1985); Vasilevich(1969); Vasilevich(1962); Kudrin(1988); Sokolova(1962); Karlov(1982); Mazin(1992); Varlamov(1997); Tugolukov(1962); ,34.57616667,
Ethnographic Atlas,Siane,Ie17,xd793,Siane (Ie17),-6.0,145.0,-6.0,145.0,sian1257,Siane,snp,Nuclear Trans New Guinea,ASIA-TROPICAL,Papuasia,1940,4,Conical,,,Salisbury(1956); Salisbury(1962); ,169.403,
Ethnographic Atlas,San Juan,Nd56,xd1192,San Juan (Nd56),36.0,-111.0,36.0,-111.0,sout2969,Southern Paiute,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,8,"Gabled, i.e., with two slopes",,,Kelly(1964); Stewart(1942); ,19.7755,
Ethnographic Atlas,Chin,Ei19,xd706,Chin (Ei19),22.0,94.0,22.0,94.0,sent1260,Senthang Chin,sez,Sino-Tibetan,ASIA-TROPICAL,Indo-China,1940,8,"Gabled, i.e., with two slopes",,,Stevenson(1943); Carey and Tuck(1896); Bernot and Bernot(1958); Lehman(1963); ,182.7208333,
Ethnographic Atlas,Naron,Aa7,xd7,Naron (Aa7),-20.0,24.0,-20.0,24.0,naro1249,Naro,nhr,Khoe-Kwadi,AFRICA,Southern Africa,1910,5,Semi-hemispherical,,,Bleek(1928); Passarge(1907); Schapera(1930); Bleek(1924); ,33.4205,
Ethnographic Atlas,Soromadja,Ie33,xd811,Soromadja (Ie33),-2.0,138.0,-2.0,138.0,nucl1595,Nuclear Kwerba,kwe,Kwerbic,ASIA-TROPICAL,Papuasia,1950,8,"Gabled, i.e., with two slopes",,with special reference to the village of Muramarew,Oosterwal(1967); ,224.3233333,
Ethnographic Atlas,Ekiti,Af33,xd212,Ekiti (Af33),8.0,5.0,8.0,5.0,ekit1244,Ekiti,,Atlantic-Congo,AFRICA,West Tropical Africa,1950,8,"Gabled, i.e., with two slopes",,"Ekiti Division, Ondo Prov.",Lloyd(1955); Forde(1951); Lloyd(1965); Ward(1937); ,107.2326667,
Ethnographic Atlas,Jordanians,Cj6,xd592,Jordanians (Cj6),32.0,36.0,32.0,36.0,sout3123,South Levantine Arabic,ajp,Afro-Asiatic,ASIA-TEMPERATE,Western Asia,1950,7,Flat or horizontal,,with special reference to the sedentary population,Granqvist(1931-35); Harris(1958); ,15.15083333,
Ethnographic Atlas,Terena,Sh2,xd1389,Terena (Sh2),-21.0,-58.0,-21.0,-58.0,tere1279,Tereno,ter,Arawakan,SOUTHERN AMERICA,Southern South America,1850,1,Rounded or semi-cylindrical,,,Oberg(1948a); Oberg(1949); ,89.0735,
Ethnographic Atlas,Teke,Ac19,xd43,Teke (Ac19),-3.0,15.0,-3.0,15.0,teke1278,Teke-Ebo,ebo,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1880,8,"Gabled, i.e., with two slopes",,,Guiral(1886); Badier(1929); Trezenem(1940); Descazes(1885); ,134.5083333,
Ethnographic Atlas,Coast Yuki,Nc15,xd1113,Coast Yuki (Nc15),39.34,-123.77,39.0,-124.0,yuki1243,Yuki,yuk,Yuki-Wappo,NORTHERN AMERICA,Southwestern U.S.A.,1860,4,Conical,,,Driver(1939); Gifford(1939); ,96.06266667,
Ethnographic Atlas,Makah,Nb24,xd1084,Makah (Nb24),48.33,-124.62,48.0,-125.0,maka1318,Makah,myh,Wakashan,NORTHERN AMERICA,Northwestern U.S.A.,1860,6,"Shed, i.e., with one slope",,,Swan(1868); Colson(1953); ,177.964,
Ethnographic Atlas,Toba,Sh8,xd1395,Toba (Sh8),-25.0,-60.0,-25.0,-60.0,toba1269,Toba,tob,Guaicuruan,SOUTHERN AMERICA,Southern South America,1964,8,"Gabled, i.e., with two slopes",,with special reference to those of the Argentine Chaco,Miller(1965); Miller(1966); Palavecino(1955); Niklison(1916); Metraux(1937); Karsten(1932); ,70.22233333,
Ethnographic Atlas,Punjabi,Ea13,xd600,"Punjabi, West (Ea13)",32.0,73.0,32.0,73.0,panj1256,Panjabi,pan,Indo-European,ASIA-TROPICAL,Indian Subcontinent,1950,7,Flat or horizontal,,Mohla Village,Palmer(1961); Symonds(1950); Eglar(1957); Eglar(1960); Honigmann(1957); Honigmann(1958); Kennedy(1957); Callard and Wheeler(1963); Wilbur(1964); Dass(1954); ,40.4985,
Ethnographic Atlas,Sio,Ie32,xd810,Sio (Ie32),-6.0,147.0,-6.0,147.0,sioo1240,Sio,xsi,Austronesian,ASIA-TROPICAL,Papuasia,1964,8,"Gabled, i.e., with two slopes",,,Harding(1967); Groves(1934); ,227.1386667,
Ethnographic Atlas,Ulawans,Ig6,xd858,Ulawans (Ig6),-9.63,161.44,-10.0,161.0,saaa1240,Sa'a,apb,Austronesian,ASIA-TROPICAL,Papuasia,1900,8,"Gabled, i.e., with two slopes",,,Ivens(1927); ,254.75,"Note, estimate is from a point 45 km away (coordinates: -9.61,161.03); data were not available at society's reported location"
Ethnographic Atlas,Tenino,Nd1,xd1141,Tenino (Nd1),45.0,-121.0,45.0,-121.0,teni1238,Tenino,tqn,Sahaptian,NORTHERN AMERICA,Northwestern U.S.A.,1850,9,"Hipped or pyramidal, i.e., with four slopes",,,Murdock(1958); Ray(1942); ,55.3325,
Ethnographic Atlas,Hunde,Ae15,xd133,Hunde (Ae15),-2.0,28.0,-2.0,28.0,hund1239,Hunde,hke,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1940,4,Conical,,,Schumacher(1949); Viaene(1951); Viaene(1952); ,103.6808333,
Ethnographic Atlas,Gheg,Ce1,xd528,Gheg (Ce1),42.0,20.0,42.0,20.0,gheg1238,Gheg Albanian,aln,Indo-European,EUROPE,Southeastern Europe,1900,8,"Gabled, i.e., with two slopes",,Mountain Gheg of No. Albania,Durham(1909); Durham(1928); Hasluck(1954); Coon(1950); Pisko(1896); Lane(1923); ,82.21433333,
Ethnographic Atlas,Madan,Cj10,xd587,Madan (Cj10),31.0,47.0,31.0,47.0,meso1252,Mesopotamian Arabic,acm,Afro-Asiatic,ASIA-TEMPERATE,Western Asia,1950,1,Rounded or semi-cylindrical,,with special reference to the village of ech-Chibayish,Thesiger(1964); Salim(1962); ,14.05916667,
Ethnographic Atlas,Kwakiutl,Nb3,xd1090,Kwakiutl (Nb3),51.0,-127.49,51.0,-128.0,kwak1269,Kwakiutl,kwk,Wakashan,NORTHERN AMERICA,Western Canada,1890,8,"Gabled, i.e., with two slopes",,,Benedict(1934b); Boas(1966); Codere(1950); Goldman(1937); Rohner(1965); Ford(1941); Boas(1895); Boas(1909); ,248.9058333,
Ethnographic Atlas,Yukaghir,Ec6,xd634,Yukaghir (Ec6),70.0,145.0,70.0,145.0,nort2745,Northern Yukaghir,ykg,Yukaghir,ASIA-TEMPERATE,Siberia,1850,4,Conical,,Upper Kolyma River,Jochelson(1919-26); ,17.049,
Ethnographic Atlas,Makin,If14,xd829,Makin (If14),3.38,172.99,3.0,173.0,bana1287,Banaban,,Austronesian,PACIFIC,Southwestern Pacific,1890,8,"Gabled, i.e., with two slopes",,Makin and Butiritari Islands (N),Kramer(1906); Lambert(1963); Lambert(1964); Lambert(1968); Lambert(1970a); Lambert(1970b); Grimble(1921); Finsch(1893); ,180.4056667,
Ethnographic Atlas,Ambonese,Ic11,xd761,Ambonese (Ic11),-3.71,128.18,-4.0,128.0,ambo1250,Ambonese Malay,abs,Austronesian,ASIA-TROPICAL,Malesia,1950,8,"Gabled, i.e., with two slopes",,Allang,Cooley(1962a); Cooley(1962b); ,245.8221667,
Ethnographic Atlas,Minianka,Ag31,xd268,Minianka (Ag31),12.0,-6.0,12.0,-6.0,mama1271,Mamara Senoufo,myk,Atlantic-Congo,AFRICA,West Tropical Africa,1910,7,Flat or horizontal,,,Holas(1957); Cheron(1913); ,81.72466667,
Ethnographic Atlas,Iowa,Nf10,xd1230,Iowa (Nf10),41.0,-95.0,41.0,-95.0,iowa1246,Iowa,,Siouan,NORTHERN AMERICA,North-Central U.S.A.,1870,2,Dome shaped or hemispherical,,,Skinner(1926); Morgan(1871); ,64.96433333,
Ethnographic Atlas,Anuak,Ai44,xd375,Anuak (Ai44),8.0,34.0,8.0,34.0,anua1242,Anuak,anu,Nilotic,AFRICA,Northeast Tropical Africa,1920,4,Conical,,,Bacon(1922); Evans-Prichard(1940); Evans-Prichard(1947); Lienhardt(1957-58); ,101.729,
Ethnographic Atlas,Seniang,Ih2,xd868,Seniang (Ih2),-16.51,167.47,-17.0,167.0,sout2857,South West Bay,sns,Austronesian,PACIFIC,Southwestern Pacific,1930,8,"Gabled, i.e., with two slopes",,Malekula Island,Deacon(1934); ,218.5523333,
Ethnographic Atlas,Boers,Cf2,xd537,Boers (Cf2),-16.0,28.0,-16.0,28.0,afri1274,Afrikaans,afr,Indo-European,AFRICA,South Tropical Africa,1850,8,"Gabled, i.e., with two slopes",,of the Transvaal,Lobb(1937); Walker(1928); Keane(1900); Fisher(1900); ,59.64583333,
Ethnographic Atlas,Guahibo,Sc4,xd1347,Guahibo (Sc4),5.0,-69.0,5.0,-69.0,guah1255,Guahibo,guh,Guahibo,SOUTHERN AMERICA,Western South America,1950,8,"Gabled, i.e., with two slopes",,with special reference to the non-agricultural groups,Wilbert(1963); Wilbert(1957b); ,207.1733333,
Ethnographic Atlas,Azjer,Cc11,xd489,Azjer (Cc11),25.0,10.0,25.0,10.0,ghat1242,Ghat,,Afro-Asiatic,AFRICA,Northern Africa,1860,8,"Gabled, i.e., with two slopes",,,Duveyrier(1864); ,0.997,
Ethnographic Atlas,Gagu,Af51,xd232,Gagu (Af51),7.0,-6.0,7.0,-6.0,gagu1242,Gagu,ggu,Mande,AFRICA,West Tropical Africa,1920,4,Conical,,,Tauxier(1924a); ,118.0668333,
Ethnographic Atlas,Callinago,Sb1,xd1326,Callinago (Sb1),15.41,-61.27,15.0,-61.0,tyre1237,Tyrewuju,,Cariban,SOUTHERN AMERICA,Caribbean,1650,8,"Gabled, i.e., with two slopes",,Dominica Island,Taylor(1938); Taylor(1946); Taylor(1949); Du Tertre(1667); Bouton(1640); Breton and de la Paix(1929); Breton(1665); Hodge and Taylor(1957); Rouse(1948b); ,300.6045,
Ethnographic Atlas,Aimol,Ei11,xd698,Aimol (Ei11),25.0,94.0,25.0,94.0,aimo1244,Aimol,aim,Sino-Tibetan,ASIA-TROPICAL,Indian Subcontinent,1910,8,"Gabled, i.e., with two slopes",,,Needham(1960); Bose(1936); Shakespear(1912); ,160.9576667,
Ethnographic Atlas,Konso,Ca1,xd415,Konso (Ca1),6.0,37.0,6.0,37.0,kons1243,Konso,kxc,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1930,4,Conical,,Town of Buso,Jensen(1936); Cerulli(1956); Kluckhohn(1962); Hallpike(1969); ,102.6308333,
Ethnographic Atlas,Moroccans,Cd16,xd514,Moroccans (Cd16),33.0,-8.0,33.0,-8.0,sout3117,Southern Morocco Arabic,,Afro-Asiatic,AFRICA,Northern Africa,1930,7,Flat or horizontal,,with special reference to those in the hinterlandof Casablanca,Michaux-Bellaire(1932); ,29.73216667,
Ethnographic Atlas,Basa,Ah11,xd300,Basa (Ah11),8.0,8.0,8.0,8.0,basa1282,Basa (Nigeria),bzw,Atlantic-Congo,AFRICA,West Tropical Africa,1950,4,Conical,,,Gunn and Conant(1960); ,112.0075,
Ethnographic Atlas,Panare,Sc13,xd1339,Panare (Sc13),6.0,-66.0,6.0,-66.0,enap1235,E'napa Woromaipu,pbh,Cariban,SOUTHERN AMERICA,Northern South America,1950,3,Beehive shaped with pointed peak,,,Riley(1954); Wilbert(1959a); Wilbert(1963); ,199.9936667,
Ethnographic Atlas,Abkhaz,Ci12,xd577,Abkhaz (Ci12),43.0,41.0,43.0,41.0,abkh1244,Abkhazian,abk,Abkhaz-Adyge,ASIA-TEMPERATE,Caucasus,1880,4,Conical,,Abkhaz Tribe,Lotz(1956); Byhan(1926); Dzhanashvili(1894); Luzbetak(1951); ,88.213,
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),36.0,-120.0,36.0,-120.0,nort2937,Northern Foothill Yokuts,,Yokutsan,NORTHERN AMERICA,Southwestern U.S.A.,1850,2,Dome shaped or hemispherical,,with special reference to those of the Northern Foothills,Gayton(1930); Driver(1937); Gayton(1948a); Kroeber(1925e); ,27.116,
Ethnographic Atlas,Bodi,Aj18,xd393,Bodi (Aj18),5.0,35.0,5.0,35.0,meen1242,Me'en,mym,Surmic,AFRICA,Northeast Tropical Africa,1950,3,Beehive shaped with pointed peak,,,Jensen(1959); ,45.74266667,
Ethnographic Atlas,Beta Israel,Ca31,xd439,Falasha (Ca31),12.0,37.0,12.0,37.0,qima1242,Qimant,ahg,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1860,4,Conical,,,Leslau(1951); Leslau(1957); Flad(1860); Stern(1862); ,101.199,
Ethnographic Atlas,Goroa,Ca9,xd457,Goroa (Ca9),-4.0,36.0,-4.0,36.0,goro1270,Gorowa,gow,Afro-Asiatic,AFRICA,East Tropical Africa,1890,7,Flat or horizontal,,,Baumann(1894); Reche(1914); Huntingford(1953b); ,58.74816667,
Ethnographic Atlas,Mafulu,Ie25,xd802,Mafulu (Ie25),-8.0,147.0,-8.0,147.0,fuyu1242,Fuyug,fuy,Goilalan,ASIA-TROPICAL,Papuasia,1920,8,"Gabled, i.e., with two slopes",,,Williamson(1912); ,219.537,
Ethnographic Atlas,Ndebele,Ab9,xd32,Ndebele (Ab9),-20.0,28.0,-20.0,28.0,nort2795,North Ndebele,nde,Atlantic-Congo,AFRICA,South Tropical Africa,1870,3,Beehive shaped with pointed peak,,,Jackson(1926-27); Thomas(1872); Hughes and van Velsen(1955); ,47.14333333,
Ethnographic Atlas,Kerala,Eg6,xd682,Kerala (Eg6),11.0,76.0,11.0,76.0,mala1464,Malayalam,mal,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1799,8,"Gabled, i.e., with two slopes",,with special reference to Northern Kerala,Schneider and Gough(1961); Gough(1961); ,191.6503333,
Ethnographic Atlas,Lacandon,Sa10,xd1310,Lacandon (Sa10),17.0,-92.0,17.0,-92.0,laca1243,Lacandon,lac,Mayan,NORTHERN AMERICA,Mexico,1900,8,"Gabled, i.e., with two slopes",,,Baer and Baer(1949); Tozzer(1907); ,149.4066667,
Ethnographic Atlas,Arusi,Ca11,xd417,Arusi (Ca11),8.0,40.0,8.0,40.0,bora1271,Borana-Arsi-Guji Oromo,gax,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1890,2,Dome shaped or hemispherical,,,Paulitschke(1893-96b); Huntingford(1955b); ,72.46916667,
Ethnographic Atlas,Kulango,Ag35,xd272,Kulango (Ag35),7.0,-3.0,7.0,-3.0,boun1243,Bouna Kulango,nku,Atlantic-Congo,AFRICA,West Tropical Africa,1910,4,Conical,,,Tauxier(1921); ,104.0803333,
Ethnographic Atlas,Hamar,Ca21,xd428,Hammar (Ca21),5.0,36.0,5.0,36.0,hame1242,Hamer-Banna,amf,South Omotic,AFRICA,Northeast Tropical Africa,1950,4,Conical,,,Ricci(1952); Jensen(1959); Fleming(1965); ,41.55633333,
Ethnographic Atlas,Anfillo,Ca27,xd434,Anfillo (Ca27),9.0,35.0,9.0,35.0,anfi1235,Anfillo,myo,Ta-Ne-Omotic,AFRICA,Northeast Tropical Africa,1930,4,Conical,,,Grottanelli(1940); Cerulli(1956); ,124.38,
Ethnographic Atlas,Alacaluf,Sg5,xd1387,Alacaluf (Sg5),-52.0,-74.0,-52.0,-74.0,qawa1238,Qawasqar,alc,Kawesqar,SOUTHERN AMERICA,Southern South America,1900,2,Dome shaped or hemispherical,,with special reference to the southern bands,Cooper(1917); Bird(1946); ,63.82933333,
Ethnographic Atlas,Bajuni,Ad1,xd76,Bajun (Ad1),-2.0,41.0,-2.0,41.0,baju1245,Bajuni,,Atlantic-Congo,AFRICA,East Tropical Africa,1950,8,"Gabled, i.e., with two slopes",,,Grottanelli(1955); ,70.154,
Ethnographic Atlas,Abelam,Ie15,xd791,Abelam (Ie15),-3.79,143.09,4.0,-145.0,ambu1247,Ambulas,abt,Ndu,ASIA-TROPICAL,Papuasia,1930,8,"Gabled, i.e., with two slopes",,Kalabu; Northern Abelam,Kaberry(1941); ,150.701,
Ethnographic Atlas,Portuguese,Ce2,xd529,Portuguese (Ce2),42.0,-7.0,42.0,-7.0,gali1257,Galician Portuguese,,Indo-European,EUROPE,Southwestern Europe,1950,8,"Gabled, i.e., with two slopes",,with special reference to the village of Rio de Onor in the extreme northeast,Entwistle(1953); Dias(1953); Atkinson(1953); ,70.73016667,
Ethnographic Atlas,Agaiduka,Nd46,xd1182,Agaiduka (Nd46),44.0,-112.0,44.0,-112.0,nort2955,Northern Shoshoni,,Uto-Aztecan,NORTHERN AMERICA,Northwestern U.S.A.,1860,4,Conical,,,Lowie(1908); Steward(1938); Steward(1943); ,30.78916667,
Ethnographic Atlas,Gogo,Ad24,xd92,Gogo (Ad24),-7.0,36.0,-7.0,36.0,gogo1263,Gogo,gog,Atlantic-Congo,AFRICA,East Tropical Africa,1910,7,Flat or horizontal,,,Claus(1911); Paulssen(1922); Schaegelen(1938); Rigby(1966); ,70.67966667,
Ethnographic Atlas,Plains Suk,Aj23,xd399,Plains Suk (Aj23),1.0,36.0,1.0,36.0,east2420,East Pokot,,Nilotic,AFRICA,East Tropical Africa,1950,2,Dome shaped or hemispherical,,,Beech(1911); Huntingford(1953b); Schneider(1957a); Schneider(1957b); Peristiany(1951); ,46.25816667,
Ethnographic Atlas,Palaung,Ei18,xd705,Palaung (Ei18),23.0,97.0,23.0,97.0,shwe1236,Shwe Palaung,pll,Austroasiatic,ASIA-TROPICAL,Indo-China,1920,8,"Gabled, i.e., with two slopes",,with special reference to the Katur subtribe,Lowis(1906); Milne(1924); ,128.582,
Ethnographic Atlas,Nyanja,Ac38,xd64,Nyanja (Ac38),-16.0,36.0,-16.0,36.0,nucl1395,Nuclear Nyanja,,Atlantic-Congo,AFRICA,South Tropical Africa,1910,4,Conical,,,Werner(1906); Malekebu(1952); Tew(1950); Stannus(1910); ,128.3951667,
Ethnographic Atlas,Chilcotin,Nd8,xd1206,Chilcotin (Nd8),52.0,-122.0,52.0,-122.0,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Western Canada,1880,8,"Gabled, i.e., with two slopes",,with special reference to the Alexis Creek and Redstone bands,Morice(1893); Ray(1942); Lane(1963b); Teit(1907); ,31.7145,
Ethnographic Atlas,Samo,Ag29,xd265,Samo (Ag29),13.0,-3.0,13.0,-3.0,sout2844,Southern Samo,sbd,Mande,AFRICA,West Tropical Africa,1910,7,Flat or horizontal,,,Tauxier(1917); ,57.56516667,
Ethnographic Atlas,Kidutokado,Nd24,xd1157,Kidutokado (Nd24),42.0,-120.0,42.0,-120.0,nort1551,North Northern Paiute,,Uto-Aztecan,NORTHERN AMERICA,Northwestern U.S.A.,1870,4,Conical,,,Angulo and Freeland(1929); Kelly(1932); Stewart(1941); Kroeber(1917a); ,26.3145,
Ethnographic Atlas,Nuristani,Ea5,xd604,Nuri (Ea5),36.0,71.0,36.0,71.0,kamv1242,Kamviri,xvi,Indo-European,ASIA-TEMPERATE,Western Asia,1890,7,Flat or horizontal,,,Robertson(1896); Wilber(1956); ,41.13333333,
Ethnographic Atlas,Miao,Ed4,xd647,Miao (Ed4),26.0,107.0,26.0,107.0,nort2747,Northern Qiandong Miao,hea,Hmong-Mien,ASIA-TEMPERATE,China,1940,8,"Gabled, i.e., with two slopes",,with special reference to the Magpie (Yachio) Miao,Mark(1967); Ruey(1960); ,98.42466667,
Ethnographic Atlas,Anyi,Af39,xd218,Anyi (Af39),7.0,-4.0,7.0,-4.0,anyi1245,Anyin,any,Atlantic-Congo,AFRICA,West Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,with special reference to the Ndenie,Kobben(1956); Villamur and DelAfosse(1904); Clozel and Villamur(1902); Tauxier(1932); ,102.0378333,
Ethnographic Atlas,Susu,Ag26,xd262,Susu (Ag26),15.0,-13.0,15.0,-13.0,susu1250,Susu,sus,Mande,AFRICA,West Tropical Africa,1930,4,Conical,,,Anonymous(1939a); Thomas(1916); Aubert(1936); ,47.01633333,
Ethnographic Atlas,Achumawi,Nc10,xd1108,Achomawi (Nc10),41.0,-121.0,41.0,-121.0,achu1247,Achumawi,acv,Palaihnihan,NORTHERN AMERICA,Southwestern U.S.A.,1860,4,Conical,,,Goldman(1940); Goldman(1941); ,56.15383333,
Ethnographic Atlas,Huave,Nj6,xd1305,Huave (Nj6),16.22,-95.02,16.0,-95.0,sanm1287,San Mateo del Mar Huave,huv,Huavean,NORTHERN AMERICA,Mexico,1950,8,"Gabled, i.e., with two slopes",,with special reference to San Mateo,Diebold(1966); ,65.78983333,
Ethnographic Atlas,Karen,Ei7,xd713,Karen (Ei7),17.12,97.19,17.0,97.0,pwow1235,Pwo Western Karen,pwo,Sino-Tibetan,ASIA-TROPICAL,Indo-China,1910,8,"Gabled, i.e., with two slopes",,,Marshall(1922); McMahon(1876); ,158.5271667,
Ethnographic Atlas,Moapa,Nd51,xd1187,Moapa (Nd51),36.0,-115.0,36.0,-115.0,sout2969,Southern Paiute,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,4,Conical,,,Lowie(1924); Watkins(1945); ,10.89266667,
Ethnographic Atlas,Muria Gond,Eg13,xd676,Muria Gond (Eg13),20.0,81.0,20.0,81.0,nort2702,Northern Gondi,gno,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1941,8,"Gabled, i.e., with two slopes",,Bastar State,Elwin(1957); ,104.9038333,
Ethnographic Atlas,Lango,Aj4,xd409,Lango (Aj4),2.0,33.0,2.0,33.0,lang1324,Lango (Uganda),laj,Nilotic,AFRICA,East Tropical Africa,1920,2,Dome shaped or hemispherical,,,Driberg(1923); Hayley(1947); ,103.4136667,
Ethnographic Atlas,Egba,Af32,xd211,Egba (Af32),7.0,3.0,7.0,3.0,egba1238,Egba,,Atlantic-Congo,AFRICA,West Tropical Africa,1920,8,"Gabled, i.e., with two slopes",,Abeouta Province and Benin,Forde(1951); Ajisafe(1924); ,99.77566667,
Ethnographic Atlas,Kara,Ad38,xd107,Kara (Ad38),-2.0,33.0,-2.0,33.0,kara1481,Kara (Tanzania),reg,Atlantic-Congo,AFRICA,East Tropical Africa,1910,3,Beehive shaped with pointed peak,,,Paulssen(1914); Thornton and Rounce(1936); Paterson(1956); ,84.118,
Ethnographic Atlas,Belu,Ic3,xd765,Belu (Ic3),-9.0,126.0,-9.0,126.0,tetu1245,Tetum,tet,Austronesian,ASIA-TROPICAL,Malesia,1950,8,"Gabled, i.e., with two slopes",,with special reference to the Mountain Belu,Vroklage(1952); ,134.4793333,
Ethnographic Atlas,Garanganze,Ae19,xd137,Yeke (Ae19),-11.0,28.0,-11.0,28.0,sang1331,Sanga (Democratic Republic of Congo),sng,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Grevisse(1937-38); ,88.0395,
Ethnographic Atlas,Quechan,Nh22,xd1273,Yuma (Nh22),33.0,-114.0,33.0,-114.0,quec1382,Quechan,yum,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Forde(1931); Bee(1963); Halpern(1942); Drucker(1937); ,9.868166667,
Ethnographic Atlas,Erzya Mordvins,ch15,xd552,Erzia mordva (ch15),53.0,50.0,53.0,50.0,erzy1239,Erzya,myv,Uralic,EUROPE,Eastern Europe,1895,8,"Gabled, i.e., with two slopes",,with special reference to those of the Boklinskij Uezd,Kozlova(1982); Mel'nikov(1981); Majnov(1885); Petruhin and Helimskij(1982); Fedjanovich(1997); Jurchenkov(1995); Maksimov(1997a); Maksimov(1997b); Serkina(2002); Tumajkin(1974); Markelov(1928); Karlov(1990); Belitser and Kotkova(1963); Mokshin and Fedjanovich(1998); Balashov(1995); Smimov(1895); Mokshin(1990); Tolstov(1964); Kozlov(1981); Kozlova(1964); ,34.67433333,
Ethnographic Atlas,Tarahumara,Ni1,xd1286,Tarahumara (Ni1),28.0,-107.0,28.0,-107.0,cent2131,Central Tarahumara,tar,Uto-Aztecan,NORTHERN AMERICA,Mexico,1930,9,"Hipped or pyramidal, i.e., with four slopes",,,Bennett and Zingg(1935); Passin(1943); ,38.23216667,
Ethnographic Atlas,Afar,Ca6,xd454,Afar (Ca6),12.0,42.0,12.0,42.0,afar1241,Afar,aar,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1880,2,Dome shaped or hemispherical,,,Scaramucci and Giglioli(1884); Lewis(1955); Paulitschke(1893-96a); Lucas(1935); ,14.991,
Ethnographic Atlas,DeneTha,Na17,xd1034,Slave (Na17),61.0,-120.0,61.0,-120.0,sout2959,South Slavey,xsl,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Subarctic America,1860,4,Conical,,"Lynx Point band, Fort Simpson",Helm(1961); Mason(1946); Honigmann(1946); MacNeish(1960b); Helm and Leacock(nd); ,24.39816667,
Ethnographic Atlas,Liptako,Cb22,xd472,Liptako (Cb22),14.0,0.0,14.0,0.0,west2454,Western Niger Fulfulde,fuh,Atlantic-Congo,AFRICA,West Tropical Africa,1920,7,Flat or horizontal,,,Coutouly(1923); Delmond(1953); ,37.27283333,
Ethnographic Atlas,Tsamai,Ca17,xd423,Tsamai (Ca17),5.0,37.0,5.0,37.0,tsam1247,Tsamai,tsb,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1950,4,Conical,,,Jensen(1959); Fleming(1965); ,53.38333333,
Ethnographic Atlas,Haisla,Nb8,xd1105,Haisla (Nb8),54.0,-129.0,54.0,-129.0,hais1244,Haisla,has,Wakashan,NORTHERN AMERICA,Western Canada,1880,8,"Gabled, i.e., with two slopes",,,Lopatin(1945); Olson(1940); ,174.8865,
Ethnographic Atlas,Saadi,Cd18,xd516,Saadi (Cd18),30.0,28.0,30.0,28.0,said1239,Saidi Arabic,aec,Afro-Asiatic,AFRICA,Northern Africa,1920,8,"Gabled, i.e., with two slopes",,,Kennett(1925); Murray(1935); ,6.070333333,
Ethnographic Atlas,Macha,Ca13,xd419,Macha (Ca13),9.0,37.0,9.0,37.0,west2721,West Central Oromo,gaz,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1950,4,Conical,,with special reference to the eastern Macha,Knutsson(1967); Huntingford(1955b); Knutsson(1963); ,135.5195,
Ethnographic Atlas,Laka,Ai13,xd341,Laka (Ai13),8.0,16.0,8.0,16.0,laka1252,Laka (Nigeria),lak,Atlantic-Congo,AFRICA,Northeast Tropical Africa,1920,4,Conical,,,Tessmann(1929); ,94.59666667,
